;text;label;category
801;horrific;Loaded_Language;Manipulative_wording
802;One can imagine that;Doubt;Attack_on_reputation
803;Interestingly,;Doubt;Attack_on_reputation
804;Hitler the Great;Name_Calling_Labeling;Attack_on_reputation
805;deeply disappointed;Exaggeration_Minimisation;Manipulative_wording
806;ridiculous exercise in virtue-signaling,;Loaded_Language;Manipulative_wording
807;for the crime of telling the truth about Islam and jihad.	;Exaggeration_Minimisation;Manipulative_wording
808;If there’s homosexual men, the punishment is one of five things.	One – the easiest one maybe – chop their head off, that’s the easiest.	Second – burn them to death.	Third – throw ’em off a cliff.	Fourth – tear down a wall on them so they die under that.	Fifth – a combination of the above.”	;Black-and-White_Fallacy;
809;relentlessly appeasement-minded government;Name_Calling_Labeling;Attack_on_reputation
810;“doesn’t applaud diversity;Loaded_Language;Manipulative_wording
811;We must be vigorous in our intolerance of his intolerance.”;Appeal_to_fear-prejudice;Justification
812;Hitler the Great.’;Exaggeration_Minimisation;Manipulative_wording
813;corruptly elected,;Loaded_Language;Manipulative_wording
814;Islamophobic propaganda;Loaded_Language;Manipulative_wording
815;he has allegedly “bigoted attitude towards women, ethnic minorities and Muslims;Loaded_Language;Manipulative_wording
816;The motion also notes that the neighbouring Royal Borough of Greenwich formally adopted a similar motion in December last year….	;Bandwagon;
817;Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.	;Whataboutism;Distraction
818;hypocrisy and double standards ;Loaded_Language;Manipulative_wording
819;If there’s homosexual men, the punishment is one of five things.	One – the easiest one maybe – chop their head off, that’s the easiest.	Second – burn them to death.	Third – throw ’em off a cliff.	Fourth – tear down a wall on them so they die under that.	Fifth – a combination of the above;Appeal_to_fear-prejudice;Justification
820;relentlessly appeasement-minded ;Loaded_Language;Manipulative_wording
821;bigot;Name_Calling_Labeling;Attack_on_reputation
822;He is failing in his leadership and we should not welcome him here.	We must be vigorous in our intolerance of his intolerance;Appeal_to_Authority;Justification
823;shock and alarm ;Loaded_Language;Manipulative_wording
824;is mystifying.;Obfuscation_Intentional_Vagueness_Confusion;Manipulative_wording
825;the charismatic homosexual/pederast predator Fernando Karadima, ;Loaded_Language;Manipulative_wording
826;Neither lefties nor stupid;Slogans;Call
827;It’s all in the air.;Exaggeration_Minimisation;Manipulative_wording
828;who am I to judge”;Thought-terminating_Cliches;
829;What happened to ‘Zero Tolerance’ for clerical sexual offenders?”;Whataboutism;Distraction
830;the abuse was approved by God.;Appeal_to_fear-prejudice,Loaded_Language;Justification_Manipulative_wording
831;to blaze down;Loaded_Language;Manipulative_wording
832;leftist secular journalists;Name_Calling_Labeling;Attack_on_reputation
833;a “leftist” pope;Name_Calling_Labeling;Attack_on_reputation
834;her voice cracked with nervousness;Loaded_Language;Manipulative_wording
835;the charismatic homosexual/pederast predator Fernando Karadima,;Name_Calling_Labeling;Attack_on_reputation
836;think with your head.”;Thought-terminating_Cliches;
837;you are foolish...;Loaded_Language;Manipulative_wording
838;the egregious failures;Loaded_Language;Manipulative_wording
839;this horrified me a lot,;Loaded_Language;Manipulative_wording
840;a voyeuristic participant.;Name_Calling_Labeling;Attack_on_reputation
841;priest-abusers,;Name_Calling_Labeling;Attack_on_reputation
842;the notorious homosexual,;Name_Calling_Labeling;Attack_on_reputation
843;the sinister appearance;Loaded_Language;Manipulative_wording
844;the notorious Italian priest-pederast;Name_Calling_Labeling;Attack_on_reputation
845;a loudly trumpeted part;Loaded_Language;Manipulative_wording
846;“The reluctance of some in the Vatican Curia to implement recommendations or cooperate with the work of a commission when the purpose is to improve the safety of children and vulnerable adults around the world is unacceptable,”;Appeal_to_fear-prejudice;Justification
847;tossed out;Loaded_Language;Manipulative_wording
848;snippy tone;Loaded_Language;Manipulative_wording
849;unending stream of outrages and embarrassments;Loaded_Language;Manipulative_wording
850;gobsmacked ;Loaded_Language;Manipulative_wording
851;serious and painful evil;Loaded_Language;Manipulative_wording
852;leftists who have set up this thing;Name_Calling_Labeling;Attack_on_reputation
853;calumny” comment ;Loaded_Language;Manipulative_wording
854;devastating impact ;Loaded_Language;Manipulative_wording
855;unusually contrite;Name_Calling_Labeling;Attack_on_reputation
856;the kingpin of South American Catholicism;Name_Calling_Labeling;Attack_on_reputation
857;plagued ;Loaded_Language;Manipulative_wording
858;ignored to death ;Loaded_Language;Manipulative_wording
859;under his thumb;Loaded_Language;Manipulative_wording
860;mafia;Name_Calling_Labeling;Attack_on_reputation
861;given Francis’s usual methods, it’s anyone’s guess who in reality is actually dealing with these cases, if anyone;Doubt;Attack_on_reputation
862;harsh criticism ;Loaded_Language;Manipulative_wording
863;racking my brain ;Loaded_Language;Manipulative_wording
864;the deadliest mass shooting in modern U.S. history ;Exaggeration_Minimisation;Manipulative_wording
865;the guy who sold him a hamburger for lunch;Exaggeration_Minimisation;Manipulative_wording
866;in one fell swoop ;Loaded_Language;Manipulative_wording
867;The family finally got the remains in a box marked `evidence` over three months after the shooting and the autopsy report hasn't been finalized?	Wait, were the same guys in the autopsy room that were there when the doctors and coroners examined John F Kennedy ;Doubt;Attack_on_reputation
868;No more games;Loaded_Language,Thought-terminating_Cliches;Manipulative_wording
869;Seriously;Loaded_Language;Manipulative_wording
870;How can the autopsy report not be ‘finalized’ when the body was cremated more than five weeks ago;Doubt;Attack_on_reputation
871;That's exactly right!	Something is rotten in Denmark;Loaded_Language;Manipulative_wording
872;On top of that, we have questions as to whether the body was even that of Stephen Paddock, given the fact that certain elements of the Paddock in the preliminary police report, which mentioned the autopsy, are apparently at odds with the Paddock of other documentation;Doubt;Attack_on_reputation
873;By the way, the toxicology report was not mentioned in the preliminary report;Doubt;Attack_on_reputation
874;drag his feet ;Loaded_Language;Manipulative_wording
875;Massacre ;Loaded_Language;Manipulative_wording
876;Not only did the coroner drag his feet and release the autopsy reports late Wednesday, but all of the names were redacted in the reports, with no mention of ballistic data, bullet caliber, or trajectories;Doubt;Attack_on_reputation
877;I had no way to see into his mind;Thought-terminating_Cliches;
878;Haig did not mention the incendiary rounds -- which are meant to ignite what they hit -- in Friday's news conference;Doubt;Attack_on_reputation
879;Sickness.	Horror ;Loaded_Language;Manipulative_wording
880;One woman (was) screaming through my door that I should be killed and I should die;Appeal_to_fear-prejudice;Justification
881;will proclaim, with all clarity, unambiguity and beauty,;Loaded_Language;Manipulative_wording
882;would be a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.”	;Loaded_Language;Manipulative_wording
883;Such a reading is causing “rampant confusion,” will spread “a plague of divorce” in the Church, and is “alien” to the Church’s entire faith and Tradition,;Loaded_Language;Manipulative_wording
884;and it would be a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.”	;Appeal_to_fear-prejudice;Justification
885;the “beautiful explanations” that are being presented to clergy and faithful as “discernment” and “pastoral accompaniment,” or a “change of paradigm” and “discovery of the subjective part of the truth,” when translated into “common sense language,” are tantamount to an allowance to sin.	;Black-and-White_Fallacy;
886;As Successors of the Apostles, Schneider said they “could not act in another way.”	;Causal_Oversimplification;Simplification
887;plague ;Exaggeration_Minimisation;Manipulative_wording
888;Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage;Appeal_to_Authority;Justification
889;plague of divorce;Exaggeration_Minimisation;Manipulative_wording
890;This is contrary to Divine Revelation,” Schneider further told LifeSite, adding that the “beautiful explanations” that are being presented to clergy and faithful as “discernment” and “pastoral accompaniment,” or a “change of paradigm” and “discovery of the subjective part of the truth,” when translated into “common sense language,” are tantamount to an allowance to sin;Obfuscation_Intentional_Vagueness_Confusion;Manipulative_wording
891;As Successors of the Apostles, Schneider said they “could not act in another way;Black-and-White_Fallacy;
892;a gun running operation gone wrong every day;Repetition;Manipulative_wording
893;I had no way to see into his mind;Thought-terminating_Cliches;
894;crackpots ;Name_Calling_Labeling;Attack_on_reputation
895;pounded on his door ;Loaded_Language;Manipulative_wording
896;to lob wild claims ;Loaded_Language;Manipulative_wording
897;posted an article this week that pointed to Haig's background in the aerospace industry as a sign of U.S. government involvement in the massacre;Causal_Oversimplification;Simplification
898;a CIA cut-out ;Name_Calling_Labeling;Attack_on_reputation
899;a noxious far-right personality ;Name_Calling_Labeling;Attack_on_reputation
900;started making hay ;Loaded_Language;Manipulative_wording
901;I've seen all kinds of people.	There were no tells;Thought-terminating_Cliches;
902;had absolutely nothing to do ;Exaggeration_Minimisation;Manipulative_wording
903;the Las Vegas mass shooter;Name_Calling_Labeling;Attack_on_reputation
904;Las Vegas mass murderer ;Name_Calling_Labeling;Attack_on_reputation
905;ludicrous ;Loaded_Language;Manipulative_wording
906;internet's conspiracy-theorist-in-chief ;Name_Calling_Labeling;Attack_on_reputation
907;YouTube conspiracy theorist ;Name_Calling_Labeling;Attack_on_reputation
908;Did he know something that Stephen Paddock was going to do;Doubt;Attack_on_reputation
909;the deadliest mass shooting in modern U.S. history ;Exaggeration_Minimisation;Manipulative_wording
910;his most theologically unsettling point.;Appeal_to_fear-prejudice;Justification
911;bad for evangelization,”;Appeal_to_fear-prejudice;Justification
912;Could we possibly say, for instance, that it’s impossible to judge the presidency of Donald Trump relative to past presidents;Doubt;Attack_on_reputation
913;a genuinely surprising position.;Loaded_Language;Manipulative_wording
914;a combination of rhetorical tricks and soft-peddled Hegelianism,;Loaded_Language;Manipulative_wording
915;a lovely suggestion,;Loaded_Language;Manipulative_wording
916;rank historicism.;Loaded_Language;Manipulative_wording
917;There are different responses to the same question in different times.”	;Thought-terminating_Cliches;
918;has a dog in this fight,;Loaded_Language;Manipulative_wording
919;For Faggioli, the implication is that at least 50 percent of German Catholic children never see their parents receive communion and lose their faith because of it;Causal_Oversimplification;Simplification
920;Were priests throughout history in fact misleading their divorced and remarried parishioners by telling them they could not receive communion;Doubt;Attack_on_reputation
921;If we don’t, we will find ourselves, in the words of Pope Benedict, in “a dictatorship of relativism that does not recognize anything as definitive and whose ultimate goal consists solely of one’s own ego and desires;Appeal_to_fear-prejudice;Justification
922;blatant hypocrisy;Loaded_Language;Manipulative_wording
923;“Dirty Bomber”;Name_Calling_Labeling;Attack_on_reputation
924;arrogant;Name_Calling_Labeling;Attack_on_reputation
925;jealous;Name_Calling_Labeling;Attack_on_reputation
926;selfish;Name_Calling_Labeling;Attack_on_reputation
927;spiteful;Name_Calling_Labeling;Attack_on_reputation
928;greedy;Name_Calling_Labeling;Attack_on_reputation
929;cursed;Name_Calling_Labeling;Attack_on_reputation
930;apes and swine;Name_Calling_Labeling;Attack_on_reputation
931;perverted transgressors;Name_Calling_Labeling;Attack_on_reputation
932;venomous;Loaded_Language;Manipulative_wording
933;under divine displeasure;Loaded_Language;Manipulative_wording
934;barking;Loaded_Language;Manipulative_wording
935;Failure to do so exposes the party’s liberal agenda as a sham;Black-and-White_Fallacy;
936;Anti-Gay;Name_Calling_Labeling;Attack_on_reputation
937;This may seem an innocent mistake on the imam’s part, but his actions against the gay community and sinister views are anything but.	;Doubt;Attack_on_reputation
938;white supremacist;Name_Calling_Labeling;Attack_on_reputation
939;a man to believe in!”;Slogans;Call
940;a paedophile priest;Name_Calling_Labeling;Attack_on_reputation
941;tired of fighting, crying and suffering,`;Loaded_Language;Manipulative_wording
942;doing all the dirty work;Loaded_Language;Manipulative_wording
943;don't be like the others.;Appeal_to_fear-prejudice;Justification
944;disgraced predecessor,;Name_Calling_Labeling;Attack_on_reputation
945;paedophile priests;Name_Calling_Labeling;Attack_on_reputation
946;dramatically disrupted;Loaded_Language;Manipulative_wording
947;horror of having experienced this abuse and how I wanted to kill myself;Loaded_Language;Manipulative_wording
948;the three bishops solemnly professed;Loaded_Language;Manipulative_wording
949;in defense of the sanctity and the indissolubility of marriage.	;Loaded_Language;Manipulative_wording
950;will proclaim, with all clarity, unambiguity and beauty, the sanctity of marriage, and of the family, and of the Eucharist,”;Loaded_Language;Manipulative_wording
951;a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.”	;Appeal_to_fear-prejudice,Loaded_Language;Justification_Manipulative_wording
952;I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,”;Appeal_to_Authority;Justification
953;Would a Republican get a pass on meeting with a racist hate group leader?	Obviously not.	;Black-and-White_Fallacy,Flag-Waving;Justification
954;Don't expect it to condemn Rep. Davis' comments.	He was just saying what most of them think.	;Causal_Oversimplification;Simplification
955;Farrakhan had praised Hitler and declared that the Jews, `can't say 'Never Again' to God, because when he puts you in the ovens, you're there forever.”	;Reductio_ad_hitlerum;
956;`Here come the Jews.	They don't like Farrakhan, so they call me Hitler.	Well, that's a good name.	Hitler was a very great man.`	;Reductio_ad_hitlerum;
957;Loving Anti-Semite;Name_Calling_Labeling;Attack_on_reputation
958;The media is very interested in racism;Straw_Men;Distraction
959;Well, that's a good name.	Hitler was a very great man;Thought-terminating_Cliches;
960;Would a Republican get a pass on meeting with a racist hate group leader;Doubt;Attack_on_reputation
961;The media is happy to talk about anti-Semitism;Straw_Men;Distraction
962;I refuse to contribute to the destruction of the Church.;Loaded_Language;Manipulative_wording
963;You destroyed the Church.”;Repetition;Manipulative_wording
964;destroying the Church.;Repetition;Manipulative_wording
965;You have no authority to compose this schema, because it is a theological thesis and therefore within the competence of the Theological Commission.”;Black-and-White_Fallacy;
966;Freemasonry,;Repetition;Manipulative_wording
967;Freemasonry,;Repetition;Manipulative_wording
968;Freemasonry,;Repetition;Manipulative_wording
969;in the name of the Council.	;Repetition;Manipulative_wording
970;destroys the Church.;Repetition;Manipulative_wording
971;smoke of Satan;Loaded_Language,Repetition;Manipulative_wording_Manipulative_wording
972;And if He is God, we must give Him the adoration of God.;Appeal_to_fear-prejudice;Justification
973;It is impossible to do all this without God’s assistance.	;Appeal_to_fear-prejudice;Justification
974;Stay in the fight!	Keep the Faith.	Never surrender!	;Slogans;Call
975;the infallible teachings of Mother Church;Loaded_Language;Manipulative_wording
976;a mutation, a change, in the Church.;Loaded_Language;Manipulative_wording
977;destruction of the Church.;Repetition;Manipulative_wording
978;the mutation in the Church;Loaded_Language;Manipulative_wording
979;Impossible!;Loaded_Language;Manipulative_wording
980;I do have the right to compose this schema because if anything concerns Christian Unity it is religious liberty, and I am the President of the Secretariat for Promoting Christian Unity.”;Appeal_to_Authority;Justification
981;Freemasonry.;Repetition;Manipulative_wording
982;a mutation in the church;Loaded_Language,Repetition;Manipulative_wording_Manipulative_wording
983;if the reforms are bad, then it is impossible that the Council is good and all the reforms are bad, because that is the authentic interpretation of the Council by Rome.;Causal_Oversimplification;Simplification
984;very, very anxious.;Loaded_Language;Manipulative_wording
985;in the name of the Holy See,;Loaded_Language;Manipulative_wording
986;We must tolerate - have tolerance for the error - but never give the same right to error and truth.	That is impossible.	;Black-and-White_Fallacy;
987;impossible.;Repetition;Manipulative_wording
988;he is an infamous Freemason.;Name_Calling_Labeling;Attack_on_reputation
989;smoke of Satan;Loaded_Language;Manipulative_wording
990;the devil is in Rome,;Loaded_Language;Manipulative_wording
991;sensual dancing;Loaded_Language;Manipulative_wording
992;That is a fact.	;Repetition;Manipulative_wording
993;Ay.	Impossible.	Impossible.	No, no, no, no.;Loaded_Language;Manipulative_wording
994;the pope is not man of true conviction.;Doubt;Attack_on_reputation
995;if I do that, then I betray my mother, the Church.	The Church!	;Appeal_to_fear-prejudice;Justification
996;desperate state;Loaded_Language;Manipulative_wording
997;diabolical debacle ;Loaded_Language,Name_Calling_Labeling;Manipulative_wording_Attack_on_reputation
998;if the Church continues to remain under the influence of the prince of the revolution, then, in the future a crisis will come upon the Church;Appeal_to_fear-prejudice;Justification
999;They said that.	They wrote that;Repetition;Manipulative_wording
1000;We were in a very sad, serious situation;Loaded_Language;Manipulative_wording
1001;In the name of the Council;Repetition;Manipulative_wording
1002;I do everything possible for the Council and the Catholics in our country;Flag-Waving;Justification
1003;in the name of the Declaration of Religious Freedom [of Vatican II], we ask the President to remove this article in the Constitution;Appeal_to_fear-prejudice;Justification
1004;We must take care, because this change in the church is a liberal change.	The liberal principles have entered the Church now, and they destroy the Church;Appeal_to_fear-prejudice;Justification
1005;Impossible;Repetition;Manipulative_wording
1006;The authority comes from God.	Not from the people.	Not from the masses.	From God;Repetition;Manipulative_wording
1007;democratic principle;Repetition;Manipulative_wording
1008;in the masses;Repetition;Manipulative_wording
1009;hierarchical;Repetition;Manipulative_wording
1010;That is hierarchy;Repetition;Manipulative_wording
1011;I do not say that;Repetition;Manipulative_wording
1012;the belief ;Repetition;Manipulative_wording
1013;No faith;Repetition;Manipulative_wording
1014;They learn nothing now;Exaggeration_Minimisation,Repetition;Manipulative_wording_Manipulative_wording
1015;How is it possible that the pope gives the authorization to this change?	How is it possible the pope signed this decree?	Signed this constitution;Doubt;Attack_on_reputation
1016;I don’t know;Repetition;Manipulative_wording
1017;A big mystery;Repetition;Manipulative_wording
1018;I don’t know;Repetition;Manipulative_wording
1019;I don’t know.	We don’t know;Repetition;Manipulative_wording
1020;we do not know;Repetition;Manipulative_wording
1021;Not pope;Repetition;Manipulative_wording
1022;I do not know;Repetition;Manipulative_wording
1023;Because if this crisis continues, many people will go to hell;Appeal_to_fear-prejudice;Justification
1024;sacrilege;Loaded_Language;Manipulative_wording
1025;That is sacrilege;Repetition;Manipulative_wording
1026;Impossible;Repetition;Manipulative_wording
1027;Against our faith;Repetition;Manipulative_wording
1028;Essential;Repetition;Manipulative_wording
1029;I know him very well;Repetition;Manipulative_wording
1030;That we cannot change;Repetition;Manipulative_wording
1031;The Church is tradition;Repetition;Manipulative_wording
1032;I thank you for your attention;Thought-terminating_Cliches;
1033;But Jewish groups on and off campus have denounced the report as flawed, saying it missed the significance of an anti-Semitic text circulated online before Noah Lew was removed from the board last fall;Doubt;Attack_on_reputation
1034;a target was placed squarely upon me ;Loaded_Language;Manipulative_wording
1035;My Jewish identity was now public, and a target was placed squarely upon me by the McGill BDS movement;Causal_Oversimplification;Simplification
1036;An outcry ;Loaded_Language;Manipulative_wording
1037;anti-Semitic tropes of Jewish people ;Name_Calling_Labeling;Attack_on_reputation
1038;The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew.	It is under this context that the (general assembly) occurred, and the report fundamentally misunderstands this, which alters the entire findings of the report;Doubt;Attack_on_reputation
1039;absolutely no place for anti-Semitism ;Exaggeration_Minimisation;Manipulative_wording
1040;overwhelmingly approved;Loaded_Language;Manipulative_wording
1041;a whitewash;Name_Calling_Labeling;Attack_on_reputation
1042;a holy war between Muslims and non-Muslims;Appeal_to_fear-prejudice,Loaded_Language;Justification_Manipulative_wording
1043;in the application process, he lied to military recruiters about a recent trip he'd taken to Jordan in a failed attempt to make contact with the Islamic State and join a `real Muslim Army;Doubt;Attack_on_reputation
1044;he wanted to do something “bigger, better, and more purposeful” – like dying in the cause of Allah;Exaggeration_Minimisation;Manipulative_wording
1045;a martyr;Name_Calling_Labeling;Attack_on_reputation
1046;In the process, however, he misidentified Hasan as Nidal Hussein and said the shooting happened at Fort Knox in Kentucky.	He also said Hasan had died a martyr, though in fact he remains alive on military death row;Doubt;Attack_on_reputation
1047;He also sang an Islamic State fight song and recalled making a replica of the group’s flag.	He said he wanted to replace his neighbor’s American flag with it;Flag-Waving;Justification
1048;Patel agreed to bring it by, but two days later he told the State Department he had accidentally thrown it away in October and needed a new one;Doubt;Attack_on_reputation
1049;blessing’ for gay unions is ‘truly…sacrilegious’	;Loaded_Language;Manipulative_wording
1050;Marx’s idea “truly seems sacrilegious” and “ignores the clear Revelation of God,”;Loaded_Language;Manipulative_wording
1051;homosexuality always contradicts the Will of God;Black-and-White_Fallacy;
1052;citing church teaching through the centuries.;Appeal_to_Authority;Justification
1053;Rather than being about receiving “God’s assistance for themselves,” those engaging in sodomy and wishing to have it “blessed” by the Church “aim with their request at the recognition and acceptance of their homosexual way of life and its ecclesial valorization.”	;Causal_Oversimplification;Simplification
1054;The Catechism of the Catholic Church teaches that “under no circumstances” can homosexual activity “be approved” as it is “intrinsically disordered.” Such acts are “contrary to the natural law.	They close the sexual act to the gift of life.	They do not proceed from a genuine affective and sexual complementarity” (CCC 2357).	;Appeal_to_Authority;Justification
1055;I do not really see any problems there.”	;Thought-terminating_Cliches;
1056;The cardinal’s office maintains that rather than saying “yes,” there is a possibility of liturgical “blessing” of gay unions, he answered the question in a more subtle way without giving an explicit “yes.”;Obfuscation_Intentional_Vagueness_Confusion;Manipulative_wording
1057;There are no general solutions and I think that would not be right, because we are talking about pastoral care for individual cases, and that applies to other areas as well, which we cannot regulate, where we have no sets of rules.”	;Obfuscation_Intentional_Vagueness_Confusion;Manipulative_wording
1058;“Any such ‘blessing rite’ would cooperate in a morally forbidden act, no matter how sincere the persons seeking the blessing,”;Black-and-White_Fallacy;
1059;such a “blessing” would encourage people to continue living in a way the Church considers gravely sinful and spiritually damaging, and therefore would be uncharitable.	;Appeal_to_fear-prejudice;Justification
1060;as children of God with inherent dignity.;Loaded_Language;Manipulative_wording
1061;there is no truth, no real mercy, and no authentic compassion, in blessing a course of action that leads persons away from God.”	;Black-and-White_Fallacy;
1062;Jesus said the truth will make us free.	Nowhere did he suggest it will make us comfortable.”	;Appeal_to_Authority;Justification
1063;sodomy ;Exaggeration_Minimisation;Manipulative_wording
1064;record-breaking;Repetition;Manipulative_wording
1065;the `Pale Blue Dot;Name_Calling_Labeling;Attack_on_reputation
1066;the 'Pale Blue Dot;Name_Calling_Labeling;Attack_on_reputation
1067;farthest ever image ;Exaggeration_Minimisation;Manipulative_wording
1068;the most-distant course-correction manoeuvre ever;Exaggeration_Minimisation;Manipulative_wording
1069;the farthest planetary encounter in history;Exaggeration_Minimisation;Manipulative_wording
1070;the next record-breaking encounter;Exaggeration_Minimisation;Manipulative_wording
1071;record-breaking ;Loaded_Language;Manipulative_wording
1072;record-breaking ;Loaded_Language;Manipulative_wording
1073;"continent; not a country";Repetition;Manipulative_wording
1074;just so we're clear here;Thought-terminating_Cliches;
1075;it is not a country;Repetition;Manipulative_wording
1076;Australia is both a country and a continent.	It's the only country that is both.	I provided a resource in the first email that clarifies that for you.	If you need further clarification google or the SNHU Shapiro Library has that information you;Doubt;Attack_on_reputation
1077;Australia is both a country and a continent;Repetition;Manipulative_wording
1078;her professor believed Australia 'is not a country;Doubt;Attack_on_reputation
1079;the professor incorrectly thought Australia `is not a country;Doubt;Attack_on_reputation
1080;"Australia is a continent; it is not a country";Doubt;Attack_on_reputation
1081;the accusations are, after all, still lies, and that there’s still “no evidence” against Barros…?;Doubt;Attack_on_reputation
1082;Lie big, lie often, and when caught, keep lying.;Thought-terminating_Cliches;
1083;who am I to judge him?;Thought-terminating_Cliches;
1084;We cool and hip people don’t hate gays, do we?”;Doubt;Attack_on_reputation
1085;secular journalists;Name_Calling_Labeling,Repetition;Attack_on_reputation_Manipulative_wording
1086;his good friend Bishop Juan Barros?;Name_Calling_Labeling;Attack_on_reputation
1087;the convicted sex-predator Karadima;Name_Calling_Labeling;Attack_on_reputation
1088;had apologised-except-not-really;Loaded_Language;Manipulative_wording
1089;It also calls into question his stated empathy with abuse survivors,;Doubt;Attack_on_reputation
1090;I am the pope, I do not need to give reasons for any of my decisions.	I have decided that they have to leave and they have to leave.”	;Appeal_to_Authority;Justification
1091;secular reporters;Name_Calling_Labeling;Attack_on_reputation
1092;predatory homosexual;Name_Calling_Labeling;Attack_on_reputation
1093;No evidence.”	;Thought-terminating_Cliches;
1094;for the strong-of-stomach.	;Loaded_Language;Manipulative_wording
1095;papal apologists;Name_Calling_Labeling;Attack_on_reputation
1096;so many lobbies.;Thought-terminating_Cliches;
1097;cool and hip people;Name_Calling_Labeling;Attack_on_reputation
1098;astoundingly brazen lie;Loaded_Language;Manipulative_wording
1099;nudge-nudge-wink-wink joke;Loaded_Language;Manipulative_wording
1100;Squandering the capital of trust;Loaded_Language;Manipulative_wording
1101;watched aghast;Loaded_Language;Manipulative_wording
1102;dizzying detail;Loaded_Language;Manipulative_wording
1103;secular journalists,;Name_Calling_Labeling;Attack_on_reputation
1104;habitual liar;Name_Calling_Labeling;Attack_on_reputation
1105;blatantly using lies and manipulation;Loaded_Language;Manipulative_wording
1106;if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.;Appeal_to_fear-prejudice;Justification
1107;shouting match,;Loaded_Language;Manipulative_wording
1108;vicious temper tantrums;Loaded_Language;Manipulative_wording
1109;terrorising his subordinates into submission.;Loaded_Language;Manipulative_wording
1110;apparently unbreachable shell of papal teflon;Loaded_Language;Manipulative_wording
1111;calumny;Loaded_Language;Manipulative_wording
1112;pain;Loaded_Language;Manipulative_wording
1113;dropped the bomb ;Loaded_Language;Manipulative_wording
1114;in his hands;Repetition;Manipulative_wording
1115;Who am I to judge;Thought-terminating_Cliches;
1116;flagrant ;Loaded_Language;Manipulative_wording
1117;under his thumb;Loaded_Language;Manipulative_wording
1118;lie big and lie brazenly;Exaggeration_Minimisation;Manipulative_wording
1119;A virtuoso performance-liar;Name_Calling_Labeling;Attack_on_reputation
1120;mastery ;Loaded_Language;Manipulative_wording
1121;blatant and enormous lie;Loaded_Language;Manipulative_wording
1122;thoroughly vetted ;Loaded_Language;Manipulative_wording
1123;duly rewarded ;Loaded_Language;Manipulative_wording
1124;That is a danger;Appeal_to_fear-prejudice;Justification
1125;violently opposed ;Loaded_Language;Manipulative_wording
1126;nonsense, propaganda ;Loaded_Language;Manipulative_wording
1127;We are simply asked to take the pope’s word for it;Appeal_to_Authority;Justification
1128;hysterical nonsense ;Loaded_Language;Manipulative_wording
1129;intrinsically disordered;Loaded_Language;Manipulative_wording
1130;a serious emotional dysfunction that “must” preclude a man from being ordained;Loaded_Language;Manipulative_wording
1131;one of the great confidence scams ;Loaded_Language;Manipulative_wording
1132;They warn that the general loss of trust in institutions leads to a general state of chaos, in which laws on the books matter little as citizens turn to their last resort of protecting themselves and their own families;Appeal_to_fear-prejudice;Justification
1133;professional confidence trickster ;Name_Calling_Labeling;Attack_on_reputation
1134;horrors ;Loaded_Language;Manipulative_wording
1135;slander and calumny;Loaded_Language;Manipulative_wording
1136;Not that anyone in Rome was trying very hard;Doubt;Attack_on_reputation
1137;researchers say it will have very little effect on the overall global warming trend that mankind has created for itself.	;Appeal_to_Authority;Justification
1138;but scientists aren’t worried;Thought-terminating_Cliches;
1139;layers of corruption;Loaded_Language;Manipulative_wording
1140;alleging “layers of corruption” within the student government and favouritism in appointing board members;Doubt;Attack_on_reputation
1141;punch a zionist;Slogans;Call
1142;there is absolutely no place ;Exaggeration_Minimisation;Manipulative_wording
1143;However, he said any Jewish students thinking of being involved in student politics or activism “will have encounters that are profoundly disturbing and unpleasant;Appeal_to_fear-prejudice;Justification
1144;He said McGill is not alone in this respect, as this is a continent-wide phenomenon within student politics;Whataboutism;Distraction
1145;outrageous;Loaded_Language;Manipulative_wording
1146;Christian Identity of Europe;Flag-Waving;Justification
1147;Christian identity of Hungary and Europe;Flag-Waving,Repetition;Justification_Manipulative_wording
1148;We will fight those who want to change the Christian identity of Hungary and Europe;Flag-Waving,Repetition;Justification_Manipulative_wording
1149;unacceptable and shocking;Loaded_Language;Manipulative_wording
1150;flood of antichrists;Loaded_Language;Manipulative_wording
1151;Hungary has never admitted and will never admit illegal immigrants;Loaded_Language,Repetition;Manipulative_wording_Manipulative_wording
1152;Muslim invaders ;Repetition;Manipulative_wording
1153;Were the Ammonites and Moabites not kept out of the assembly of Israel because of their hatred of the people of God?	(Deuteronoy 23:3-6);Black-and-White_Fallacy;
1154;fight those who want to change the Christian Identity of Europe.`	;Repetition;Manipulative_wording
