Id:Start:End,text,Appeal_to_Authority,Appeal_to_fear-prejudice,Bandwagon,Black-and-White_Fallacy,Causal_Oversimplification,Doubt,Exaggeration_Minimisation,Flag-Waving,Loaded_Language,Name_Calling_Labeling,Obfuscation_Intentional_Vagueness_Confusion,Red_Herring,Reductio_ad_hitlerum,Repetition,Slogans,Straw_Men,Thought-terminating_Cliches,Whataboutism
711622457:3303:3460,"and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”,",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
711622457:1329:1362,"defense of Britain and its values",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
711622457:489:527,"destructive Radical Islamic Terrorism ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711622457:813:847,"I’m not sure we’re doing just fine",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
711622457:2409:2697,"If there’s homosexual men, the punishment is one of five things.	One – the easiest one maybe – chop their head off, that’s the easiest.	Second – burn them to death.	Third – throw ’em off a cliff.	Fourth – tear down a wall on them so they die under that.	Fifth – a combination of the above",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711964584:1822:1872,"did she really think she or anyone would be safe?	",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
711964584:1872:1944,"Safe by surrender?	When did they ever work in the history of humankind?	",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
711964584:2918:3006,"Once again the media are blaming the messenger instead of dealing with Islamic violence.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
711964584:293:374,"he is condoning fascism and his presence is ‘not conducive to the public good.'”	",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
711964584:494:558,"once great nation’s darkest moments and a low point for freedom.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711964584:566:632,"the victory of Islamic law over Western law, sharia over freedom.	",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
711964584:757:769,"this madness",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711964584:982:1032,"a true rainbow coalition of human rights activists",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711964584:2543:2678,"The worldwide howl at Trump’s retweets of videos tweeted out by a British politician is further proof of the Islamization of the West.	",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
711964584:3240:3276,"grim and increasingly common reality",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711964584:3289:3381,"If Muslims sincerely condemn jihad terror and sharia oppression, they shouldn’t oppose him.	",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711964584:4087:4114,"defending British values.”	",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
711964584:4179:4199,"the voices of sanity",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711964584:4211:4352,"call that nation back to a path that would secure freedom for her children and her children’s children instead of a path to national suicide.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
712382330:3611:3673,"the most tyrannical and unprincipled papacy of recent history—",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
712382330:3943:3967,"a gross understatement.	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
712382330:4216:4265,"the Mystical Body would then be without its head.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
712382330:919:1055,"`The document is very good and completely explains the meaning of chapter VIII of Amoris Laetitia.	There are no other interpretations.`	",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713130996:4555:4677,"As Bertolt Brecht told Sidney Hook about Stalin’s victims, “the more innocent they are, the more they deserve to be shot.”",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
713130996:962:1015,"the San Francisco show-trial in which he co-starred.	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
713130996:1296:1317,"The Great Left Hope,”",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
713130996:1783:1798,"SMASH THE STATE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
713130996:2698:2734,"secret version of Russian roulette,”",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
713130996:3778:3986,"Unlike Stalin’s trials of the old Bolsheviks, and Fidel Castro’ trial of General Arnaldo Ochoa, this show trial aimed to establish innocence for the guilty, and the dynamics of the left were on full display.	",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
713130996:4355:4464,"society is progressing toward a social justice paradise ruled by a wise elite that knows what’s best for all.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
713130996:5251:5271,"The Great Left Hope”",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
713130996:5222:5333,"That explains the effort of “The Great Left Hope” to have his client’s felony gun possession conviction tossed.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
713130996:2149:2196,"He has a great, steadfast commitment to justice",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715588833:660:681,"to smash everything!”",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
715588833:2437:2464,"single worst act of tyranny",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:7098:7129,"toying with the teaching office",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:7155:7186,"half-baked theological notions,",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
715588833:8811:8841,"a tyrant on the Chair of Peter",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
715588833:10678:10919,"That error threatens to overwhelm the Church while they do little more than fret about a situation whose self-evident cause—a reckless Pope in love with his own ideas and filled with contempt for Tradition—they seem incapable of identifying.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
715588833:11846:12086,"May Our Lady of Fatima intercede to obtain for them the grace of fortitude to do what must be done and what only they can do.	Our hopes and prayers are with them as the foremost instruments of divine providence in the ecclesia Dei adflicta.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
715588833:0:18,"The Dictator Pope:",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
715588833:412:499,"a power-hungry, manipulative dictator, [who] celebrated the abdication of Benedict XVI”",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
715588833:624:681,"We elected you to make reforms, not to smash everything!”",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:1046:1074,"in the explosive best-seller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:1753:1770,"The Dictator Pope",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
715588833:2061:2161,"given the disordered mélange of bits and pieces of things he has read that constitutes his theology,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:2622:2774,"But never, before Francis, has there been a Pope who dared to tyrannize the Magisterium itself by attempting to bend it to his errant personal opinions.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
715588833:6660:6745,"is derived from divine law and transcends the domain of positive ecclesiastical laws;",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:7638:7734,"Even if the attempt is void and of no effect before man and God—an immoral law is no law at all—",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715588833:7829:7856,"cloak his absurd novelties.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:7857:7911,"No Pope before him has ever dared to do such a thing.	",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
715588833:8548:8643,"that at the epicenter of the chaos is the most wayward Pope the Church has ever had to endure.	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:8479:8547,"is a standing rebuke to all the hierarchs who know what we all know:",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
715588833:8797:8841,"the abuses of a tyrant on the Chair of Peter",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:8643:8941,"Continued inaction while the laity and a few good priests are left to themselves to defend, as best they can, the constant teaching of the Church against the abuses of a tyrant on the Chair of Peter threatens the hierarchs with a legacy of shame and a terrible accountability before the Just Judge.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715588833:9232:9269,"The time for “prudence” is long past.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
715588833:9456:9504,"a papal tyranny the Church has never before seen",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:9836:10048,"to cut out the cancerous growth of modernist theology that has implanted itself and is festering within the celebration of even the most sacred mysteries, before the cancer spreads and causes even greater damage?",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:10802:10884,"a reckless Pope in love with his own ideas and filled with contempt for Tradition—",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
715588833:11273:11389,"the divinely bestowed power to repel an assault on marriage, family and the very integrity of the Faith that is now,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:11390:11427,"for the first time in Church history,",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
715588833:11846:12087,"May Our Lady of Fatima intercede to obtain for them the grace of fortitude to do what must be done and what only they can do.	Our hopes and prayers are with them as the foremost instruments of divine providence in the ecclesia Dei adflicta.	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715588833:11575:11845,"True love for the Church, indeed true charity toward Francis himself, requires of them nothing less than what was required of Saint Paul when the first Pope fell into error that jeopardized the very mission of the Church: that Peter be withstood to his face (Gal.	2:11).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
715588833:412:498,"a power-hungry, manipulative dictator, [who] celebrated the abdication of Benedict XVI",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715790840:1438:1483,"lacking in any magisterial weight whatsoever—",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715790840:1616:1847,"Francis made it clear that the Argentine bishops’ interpretation of AL allowing public adulterers to receive Holy Communion “explains precisely the meaning of Chapter VIII of ‘Amoris Laetitia.’ There are no other interpretations.”	",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715790840:1868:1907,"outrageous overreach of papal authority",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715790840:1941:1956,"ominously clear",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715790840:2293:2320,"this latest papal travesty,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715790840:2134:2247,"God's Holy Name, we beg you to act now -- before Pope Francis succeeds in tearing the Church in half completely.	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
716469423:2492:2675,"This warning will infuriate environmental campaigners who argue by 2030 the world faces increased sea levels and flooding due to glacial melt at the poles and a warming of the globe.	",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
716469423:2505:2519,"will infuriate",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
716469423:1955:2198,"A team of experts have warned that huge seismic events, including volcanic eruptions, plunging global temperatures and destabilization of the Earth’s crust will become more common after worrying changes to the surface of the Sun were recorded.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718312499:124:232,"Does this new footage reveal muzzle flashes from helicopters, an air assault, on the night of the massacre?	",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
721406153:97:129,"the imaginary Catholic Pharisees",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
721406153:3079:3218,"nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
721406153:4102:4106,"fool",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721406153:5473:5478,"fools",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721406153:5502:5506,"fool",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721406153:5942:5948,"fools.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721406153:0:35,"Apparently, They Think We are Fools",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721406153:294:468,"he and his collaborators are busily engineering neo-Pharisaical escape hatches from the negative precepts of the divine and natural law emanating from the Sixth Commandment.	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721406153:1123:1151,"Do they think we are fools?	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
721406153:1264:1282,"verbal contortions",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721406153:1465:1488,"preposterous “solution”",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721406153:1992:2021,"moral and canonical nonsense.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721406153:2022:2211,"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721406153:2530:2575,"the conspiracy culminating in Amoris Laetitia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721406153:2893:3219,"If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?	",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
721406153:5339:5441,"all of which will be utter fakes, including some form of “pastoral integration” of homosexual unions.	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721406153:5787:5926,"Silence at best is the price it must pay for remaining in good standing with the pro-homosexual bishop Francis has installed in San Diego.)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721406153:5927:6037,"But we are not fools.	And God will not be mocked.	Francis and all his designs will ultimately come to nothing.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721406153:5115:5140,"lie from the pit of hell ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721890296:1322:1337,"Muslim invaders",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:2109:2259,"sexual assaults by Muslim migrants, attacks on Christians and there's no telling the amount of damage to the unethical welfare system in the country.	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721890296:5173:5238,"Thank you Prime Minister Orban for saying what needed to be said!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721890296:4429:4451,"man behind the curtain",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721890296:70:87,"`Muslim Invaders`",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721890296:48:88,"Refugees Are Actually `Muslim Invaders`	",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721890296:71:87,"Muslim Invaders`",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:168:183,"Muslim invasion",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:260:275,"Muslim invaders",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
721890296:883:898,"Muslim invaders",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
721890296:3895:3910,"Muslim invaders",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:4486:4501,"Muslim invasion",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:4661:4677,"Muslim invasion ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:4764:4780,"Muslim invaders.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:1825:1855,"they “don’t want” immigration.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721890296:2934:2986,"the best example of discipline and the rule of law,”",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
721890296:3053:3062,"invasion,",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:3427:3477,"Christian and Muslim societies “will never unite.”",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
721890296:3501:3540,"They have absolutely nothing in common.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
721890296:5013:5165,"They are in Europe to conquer and Islamize it, with willing and eager help from Europe’s short-sighted, self-serving, internationalist intelligentsia.`	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721890296:5165:5172,"Indeed!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721890296:759:790,"an Islamic dominionist attitude",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721890296:4122:4386,"He has genuinely reached out his hand to help Christian migrants instead of Muslim migrants and he seems to be one that holds to the Christian faith, as emulated by the Protestant Reformers, saying, `That which serves the glory of God is the best for the people.`	",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
721890296:25:46,"Hits Nail On The Head",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721890296:560:579,"putting their noses",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721890296:2091:2105,"untold numbers",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721890296:2456:2567,"The reason why people are in your country is not because they are refugees, but because they want a German life",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721890296:2817:2860,"chaos, anarchy and illegal border crossings",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721890296:3616:3643,"including the united States",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
721890296:3541:3614,"They cannot agree on God's law, which most Western societies were base on",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721890296:3645:3662,"They cannot agree",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:3682:3702,"They cannot agree on",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:3914:3947,"leave Hungary and never come back",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
721890296:4020:4064,"Hungary would defend its borders, and it has",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
721890296:4900:4918,"Many, all too many",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721890296:4923:5011,"them want to overwhelm German values, and European values in general, with sharia values",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721890296:5032:5058,"to conquer and Islamize it",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721890296:5131:5162,"internationalist intelligentsia",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
722512241:2751:2838,"If Islam is a good religion in itself, as you seem to teach, why did we become Catholic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
722512241:391:571,"if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:3903:3925,"the worst of Creation”",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
722512241:36:99," “Naiveté in the face of Islam is suicidal and very dangerous”	",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:168:310,"disgusted by her cowardice, wounded by equivocal gestures, confused by the lack of evangelization, scandalized by the praise given to Islam.”	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722512241:572:731,"The bishops of the Catholic Church are much more concerned that you believe that Islam is a religion of peace than that you believe in, say, the Nicene Creed.	",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
722512241:2490:2594,"it does not account for the fact that Islam came AFTER Christ, and so is, and can only be, an Antichrist",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:3673:3734,"As a proper Antichrist, Islam exists only as an enemy of all:",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:3840:3886,"For the Qur’an, Christians “are only impurity”",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:3903:3926,"the worst of Creation” ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722512241:3941:3962,"all condemned to Hell",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722512241:3978:4008,"so Allah must exterminate them",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722512241:4325:4418,"Allah has nothing to offer but war and murder of the “infidels” in exchange for his paradise:",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:5116:5333,"The authors say that Islam can be no ally in the battle “against the powers that want to dominate and enslave the world” because “they share the same totalitarian logic based on the rejection of the kingship of Christ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
722512241:5527:5590,"Jesus has never indicated any other way than that of the Cross,",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:5787:5934,"The letter also contrasts the stance of Islamic countries like Turkey and Saudi Arabia who “do not welcome any refugee” while Pope Francis preaches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
722512241:6338:6377,"the utter scandal of the pope’s failure",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722512241:6673:6847,"disgusted by her cowardice, wounded by equivocal gestures, confused by the lack of evangelization, scandalized by the praise given to Islam … Thus ignorant souls are misled…	",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722512241:6847:7045,"Taking the matter further, they warn, too, of the physical danger the pope’s disposition toward Islam invites, saying that it has resulted in Christians	not preparing for a confrontation with Islam,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:7424:7547,"The headquarters of my archdiocese and my apostolate have been occupied by radical Islamists who want us to convert or die.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:7552:7698,"You are welcoming into your country an ever increasing number of Muslims.	You are in danger as well.	You must make strong and courageous decisions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:7933:8112,"This is a matter of life and death, and any complacency towards Islam is treasonous.	We do not wish the West to continue with Islamization, nor that your actions contribute to it.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722512241:7933:7968,"This is a matter of life and death,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722512241:7276:7398,"Our present sufferings are the prelude to those that you, Europeans and Western Christians, will suffer in the near future",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723823436:1581:1680,"Why would the autopsy report be something that needs to be withheld from the public or his family?	",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723823436:3749:3904,"What is surprising is the level of secrecy surrounding the Las Vegas shooting and the containment of information more than three months after it occurred.	",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723823436:365:382,"credible evidence",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
723823436:1735:1752,"credible evidence",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
723823436:2061:2088,"Something’s not adding up.`",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723823436:3439:3458,"There's no threat.`",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
723844295:15:29,"shocking claim",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
723844295:220:275,"government is covering up a big story about terrorism.	",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723844295:1242:1270,"something is not adding up,”",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723844295:2445:2699,"“If ISIS warns about an attack and then an attack occurs and claims responsibility after the fact, it seems to me that at a minimum, they should have some portion of the investigation to clearly debunk that claim and, yet, it hasn’t happened,” he said.		",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
723844295:1963:1994,"waiting and waiting and waiting",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
723844295:2027:2040,"all Americans",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
723883127:482:499,"shocking comments",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
723883127:1091:1096,"shock",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
723883127:1053:1064,"all calumny",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
723883127:1789:1822,"kiss and fondle them in the swank",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
723883127:2458:2487,"These people are truly crazy,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
723883127:0:5,"Shock",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
723883127:160:174,"shocking move ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
723883127:2475:2486,"truly crazy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
724095467:145:161,"gross negligence",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
724095467:3785:3879,"How was this victim overlooked by investigators but known by Intellihub?	Who was this victim?	",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724095467:165:218,"a massive cover-up of the truth, the F.B.I.	and LVMPD",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724095467:2792:2859,"law enforcement investigators have never asked to see the footage.	",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724095467:2963:2970,"placed”",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
724095467:3709:3784,"Will the F.B.I.	and LVMPD please explain what in the Hell is going on here?",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724095467:3932:3985,"How many more victims went ignored by investigators?	",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724095467:165:197,"a massive cover-up of the truth,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
724095467:599:620,"botched investigation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
724095467:3735:3766,"please explain what in the Hell",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
724095467:3883:3931,"were people getting haircuts at the crime scene?",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724095598:848:1011,"Let’s face it, twice before the attack ISIS warned the United States that they would attack Las Vegas and then after the attack claimed responsibility four times,”",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
724095598:210:218,"horrific",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
724095598:497:517,"One can imagine that",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724095598:1381:1395,"Interestingly,",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724791253:3015:3031,"Hitler the Great",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
724791253:118:137,"deeply disappointed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
724791253:189:229,"ridiculous exercise in virtue-signaling,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
